project_name,num_features,reduction_percentage,feature_names
RandomForest_16_features_reduced_by_40_percent1,16,40,"loan, month, contact, cons.price.idx, day_of_week, education, job, age, default, nr.employed, cons.conf.idx, previous, poutcome, euribor3m, emp.var.rate, y"
RandomForest_16_features_reduced_by_60_percent1,16,60,"loan, month, contact, cons.price.idx, day_of_week, education, job, age, default, nr.employed, cons.conf.idx, previous, poutcome, euribor3m, emp.var.rate, y"
RandomForest_16_features_reduced_by_80_percent1,16,80,"loan, month, contact, cons.price.idx, day_of_week, education, job, age, default, nr.employed, cons.conf.idx, previous, poutcome, euribor3m, emp.var.rate, y"
RandomForest_15_features_reduced_by_0_percent1,15,0,"euribor3m, emp.var.rate, contact, job, education, poutcome, housing, cons.price.idx, default, marital, day_of_week, pdays, age, loan, y"
RandomForest_15_features_reduced_by_20_percent1,15,20,"euribor3m, emp.var.rate, contact, job, education, poutcome, housing, cons.price.idx, default, marital, day_of_week, pdays, age, loan, y"
RandomForest_15_features_reduced_by_40_percent1,15,40,"euribor3m, emp.var.rate, contact, job, education, poutcome, housing, cons.price.idx, default, marital, day_of_week, pdays, age, loan, y"
RandomForest_15_features_reduced_by_60_percent1,15,60,"euribor3m, emp.var.rate, contact, job, education, poutcome, housing, cons.price.idx, default, marital, day_of_week, pdays, age, loan, y"
RandomForest_15_features_reduced_by_80_percent1,15,80,"euribor3m, emp.var.rate, contact, job, education, poutcome, housing, cons.price.idx, default, marital, day_of_week, pdays, age, loan, y"
RandomForest_14_features_reduced_by_0_percent1,14,0,"poutcome, cons.price.idx, previous, marital, loan, cons.conf.idx, job, emp.var.rate, nr.employed, month, euribor3m, contact, default, housing"
RandomForest_14_features_reduced_by_20_percent1,14,20,"poutcome, cons.price.idx, previous, marital, loan, cons.conf.idx, job, emp.var.rate, nr.employed, month, euribor3m, contact, default, housing"
RandomForest_14_features_reduced_by_40_percent1,14,40,"poutcome, cons.price.idx, previous, marital, loan, cons.conf.idx, job, emp.var.rate, nr.employed, month, euribor3m, contact, default, housing"
RandomForest_14_features_reduced_by_60_percent1,14,60,"poutcome, cons.price.idx, previous, marital, loan, cons.conf.idx, job, emp.var.rate, nr.employed, month, euribor3m, contact, default, housing"
RandomForest_14_features_reduced_by_80_percent1,14,80,"poutcome, cons.price.idx, previous, marital, loan, cons.conf.idx, job, emp.var.rate, nr.employed, month, euribor3m, contact, default, housing"
RandomForest_13_features_reduced_by_0_percent1,13,0,"cons.conf.idx, default, euribor3m, age, pdays, day_of_week, nr.employed, y, loan, job, poutcome, education, cons.price.idx"
RandomForest_13_features_reduced_by_20_percent1,13,20,"cons.conf.idx, default, euribor3m, age, pdays, day_of_week, nr.employed, y, loan, job, poutcome, education, cons.price.idx"
RandomForest_13_features_reduced_by_40_percent1,13,40,"cons.conf.idx, default, euribor3m, age, pdays, day_of_week, nr.employed, y, loan, job, poutcome, education, cons.price.idx"
RandomForest_13_features_reduced_by_60_percent1,13,60,"cons.conf.idx, default, euribor3m, age, pdays, day_of_week, nr.employed, y, loan, job, poutcome, education, cons.price.idx"
RandomForest_13_features_reduced_by_80_percent1,13,80,"cons.conf.idx, default, euribor3m, age, pdays, day_of_week, nr.employed, y, loan, job, poutcome, education, cons.price.idx"
RandomForest_12_features_reduced_by_0_percent1,12,0,"emp.var.rate, day_of_week, education, y, euribor3m, previous, contact, marital, cons.price.idx, nr.employed, pdays, poutcome"
RandomForest_12_features_reduced_by_20_percent1,12,20,"emp.var.rate, day_of_week, education, y, euribor3m, previous, contact, marital, cons.price.idx, nr.employed, pdays, poutcome"
