project_name,num_features,reduction_percentage,feature_names
KNeighborsClassifier_19_features_reduced_by_0_percent1,19,0,"MentHlth, PhysHlth, HvyAlcoholConsump, Stroke, Fruits, GenHlth, HighBP, HighChol, Smoker, CholCheck, BMI, Education, AnyHealthcare, NoDocbcCost, Age, DiffWalk, Income, Sex, HeartDiseaseorAttack"
KNeighborsClassifier_19_features_reduced_by_20_percent1,19,20,"MentHlth, PhysHlth, HvyAlcoholConsump, Stroke, Fruits, GenHlth, HighBP, HighChol, Smoker, CholCheck, BMI, Education, AnyHealthcare, NoDocbcCost, Age, DiffWalk, Income, Sex, HeartDiseaseorAttack"
KNeighborsClassifier_19_features_reduced_by_40_percent1,19,40,"MentHlth, PhysHlth, HvyAlcoholConsump, Stroke, Fruits, GenHlth, HighBP, HighChol, Smoker, CholCheck, BMI, Education, AnyHealthcare, NoDocbcCost, Age, DiffWalk, Income, Sex, HeartDiseaseorAttack"
KNeighborsClassifier_19_features_reduced_by_60_percent1,19,60,"MentHlth, PhysHlth, HvyAlcoholConsump, Stroke, Fruits, GenHlth, HighBP, HighChol, Smoker, CholCheck, BMI, Education, AnyHealthcare, NoDocbcCost, Age, DiffWalk, Income, Sex, HeartDiseaseorAttack"
KNeighborsClassifier_19_features_reduced_by_80_percent1,19,80,"MentHlth, PhysHlth, HvyAlcoholConsump, Stroke, Fruits, GenHlth, HighBP, HighChol, Smoker, CholCheck, BMI, Education, AnyHealthcare, NoDocbcCost, Age, DiffWalk, Income, Sex, HeartDiseaseorAttack"
KNeighborsClassifier_18_features_reduced_by_0_percent1,18,0,"Fruits, HighBP, Stroke, AnyHealthcare, MentHlth, Education, CholCheck, PhysActivity, HeartDiseaseorAttack, Veggies, NoDocbcCost, BMI, Sex, GenHlth, Income, DiffWalk, PhysHlth, HighChol"
KNeighborsClassifier_18_features_reduced_by_20_percent1,18,20,"Fruits, HighBP, Stroke, AnyHealthcare, MentHlth, Education, CholCheck, PhysActivity, HeartDiseaseorAttack, Veggies, NoDocbcCost, BMI, Sex, GenHlth, Income, DiffWalk, PhysHlth, HighChol"
KNeighborsClassifier_18_features_reduced_by_40_percent1,18,40,"Fruits, HighBP, Stroke, AnyHealthcare, MentHlth, Education, CholCheck, PhysActivity, HeartDiseaseorAttack, Veggies, NoDocbcCost, BMI, Sex, GenHlth, Income, DiffWalk, PhysHlth, HighChol"
KNeighborsClassifier_18_features_reduced_by_60_percent1,18,60,"Fruits, HighBP, Stroke, AnyHealthcare, MentHlth, Education, CholCheck, PhysActivity, HeartDiseaseorAttack, Veggies, NoDocbcCost, BMI, Sex, GenHlth, Income, DiffWalk, PhysHlth, HighChol"
KNeighborsClassifier_18_features_reduced_by_80_percent1,18,80,"Fruits, HighBP, Stroke, AnyHealthcare, MentHlth, Education, CholCheck, PhysActivity, HeartDiseaseorAttack, Veggies, NoDocbcCost, BMI, Sex, GenHlth, Income, DiffWalk, PhysHlth, HighChol"
